0,Unnamed: 0,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,year1,year2
1098,1098,1099,50,-3.33E-16,50,6000,1,0,1,1,1,1,1,-0.000112956,0,0,0.25,0.375,4,6,1936,1950,1,1,2.57E-16,-6.51E-19,1,0,0.5,0.5,0,0.6,0.6,0.25,336,672,0.1,0,0,672,1,0.6,1,1,757,567,0,1324,0,0,1,0,3,1,0.6,6,1,0,0,0.2,83,0.3,1,240,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,7,2009,1,1,128000,73,59
1099,1099,1100,20,1,82,11880,1,0,0.75,1,1,1,1,-3.80E-05,1,0,0.25,0.125,7,5,1978,1978,1,1,-8.17E-18,1.95E-18,-2.22E-15,206,0.5,0.5,6.84E-13,0.8,0.6,0.25,528,704,0.1,0,567,1271,1,0.6,1,1,1601,0,0,1601,0,0,2,0,3,1,0.6,7,1,1,0.6,0.8,41,0.6,2,478,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,4,2009,0,0.5,157000,31,31
1100,1100,1101,30,1,60,8400,1,0,1,0.75,1,1,1,-5.82E-07,0,0,0.25,0.125,2,5,1920,1950,1,1,3.47E-17,5.94E-17,1,0,0.5,0.5,6.84E-13,0.6,0.4,0.25,87,290,0.1,0,0,290,1,0.6,0,0.5,438,0,0,438,0,0,1,0,1,1,0.4,3,1,0,0,0.2,89,0.3,1,246,0.6,0.6,0,0,0,0,0,0,0,0,0,1,0,1,2009,1,1,60000,89,59
1101,1101,1102,20,1,61,9758,1,0,0.75,1,1,1,1,0.999999979,0,0,0.25,0.125,5,5,1971,1971,1,1,-4.08E-17,-6.51E-19,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,263.4,412,0.2,287,251,950,1,0.6,1,1,950,0,0,950,0,0,1,0,3,1,0.6,5,1,0,0,0.2,38,0.3,1,280,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,7,2007,1,1,119500,36,36
1102,1102,1103,20,1,70,7000,1,0,1,1,1,1,1,0.999999979,0,0,0.25,0.125,5,7,1960,2002,1,1,3.47E-17,5.94E-17,-2.22E-15,45,0.5,0.5,6.84E-13,0.6,0.6,0.25,176.4,588,0.1,0,422,1010,1,1,1,1,1134,0,0,1134,0,0,1,0,2,1,0.6,6,1,0,0,0.8,59,0.6,1,254,0.6,0.6,1,0,16,0,0,0,0,0,0.25,1,0,4,2007,1,0.75,135000,47,5
1103,1103,1104,20,1,79,8910,1,0,1,1,1,0,1,0.999999979,0,0,0.25,0.125,6,6,1959,1959,1.39E-16,1,-9.91E-20,7.61E-15,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.5,491.25,655,0.1,0,0,655,1,1,1,1,1194,0,0,1194,0,1,1,0,3,1,0.6,6,1,1,0.4,0.6,65,1,2,539,0.6,0.6,1,0,0,192,0,0,0,0,0,1,0,7,2006,1,1,159500,47,47
1104,1104,1105,160,-3.33E-16,24,2016,1,0,1,1,1,1,1,-3.09E-09,0,0,1,0.5,5,5,1970,1970,1,1,-4.08E-17,9.41E-17,-2.22E-15,304,0.5,0.5,6.84E-13,0.6,0.6,0.25,0,0,0.1,0,630,630,1,0.6,1,1,630,672,0,1302,0,0,2,1,3,1,0.6,6,1,0,0,0.2,49,0.3,2,440,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,4,2007,1,1,106000,37,37
1105,1105,1106,60,1,98,12256,1,0,0.75,1,1,0,1,8.87E-06,0,0,0.25,0.5,8,5,1994,1995,1,1,-4.08E-17,9.41E-17,-2.22E-15,362,0.75,0.5,1,1,0.6,0.75,1032,1032,0.1,0,431,1463,1,1,1,1,1500,1122,0,2622,1,0,2,1,3,1,0.8,9,1,2,0.6,0.8,25,0.6,2,712,0.6,0.6,1,186,32,0,0,0,0,0,0,1,0,4,2010,1,1,325000,16,15
1106,1106,1107,20,1,114,10357,1,0,0.75,1,1,0,1,0.00013699,1,0,0.25,0.125,7,5,1990,1991,1.39E-16,1,-4.08E-17,9.41E-17,1,0,0.75,0.5,1,0.8,0.6,0.5,738,738,0.1,0,172,910,1,0.8,1,1,1442,0,0,1442,1,0,2,0,3,1,0.8,6,1,1,0.6,0.8,29,1,2,719,0.6,0.6,1,0,244,0,0,0,0,0,0,1,0,5,2007,1,1,179900,17,16
1107,1107,1108,60,1,168,23257,1,0,0.25,0.5,1,1.89E-18,1,3.00E-05,0,0,0.25,0.5,7,5,2006,2006,1,1,1,1,1,0,0.75,0.5,1,1,0.8,0.25,0,0,0.1,0,868,868,1,1,1,1,887,1134,0,2021,0,0,2,1,3,1,0.8,9,1,1,0.8,0.6,13,0.6,2,422,0.6,0.6,1,0,100,0,0,0,0,0,0,1,0,9,2006,-4.67E-20,0.8,274725,0,0
1108,1108,1109,60,1,70,8063,1,0,1,1,1,1,1,3.00E-05,0,0,0.25,0.5,6,5,2000,2000,1,1,1,1,1,0,0.5,0.5,1,0.8,0.6,0.25,0,0,0.1,0,924,924,1,1,1,1,948,742,0,1690,0,0,2,1,3,1,0.6,7,1,1,0.6,0.8,19,0.6,2,463,0.6,0.6,1,100,48,0,0,0,0,0,0,1,0,11,2007,1,0.5,181000,7,7
1109,1109,1110,20,1,107,11362,1,0,0.75,1,1,1,1,7.39E-05,0,0,0.25,0.125,8,5,2004,2005,1,1,2.57E-16,-6.51E-19,7.44E-19,42,0.75,0.5,1,1,0.6,0.5,1039,1039,0.1,0,797,1836,1,1,1,1,1836,0,0,1836,1,0,2,0,3,1,0.8,7,1,1,0.8,0.8,15,1,3,862,0.6,0.6,1,125,185,0,0,0,0,0,0,1,0,3,2009,1,1,280000,5,4
1110,1110,1111,60,1,70,8000,1,0,1,1,1,1,1,3.00E-05,0,0,0.25,0.5,6,5,1995,1996,1,1,-4.08E-17,9.41E-17,1,0,0.5,0.5,1,0.8,0.6,0.25,219,219,0.1,0,554,773,1,0.8,1,1,773,885,0,1658,1,0,2,1,3,1,0.6,8,1,1,0.6,0.8,24,1,2,431,0.6,0.6,1,224,84,0,0,0,0,0,0,1,0,6,2008,1,1,188000,13,12
1111,1111,1112,60,1,80,10480,1,0,1,1,1,1,1,-3.80E-05,0,0,0.25,0.5,7,6,1976,1976,1.39E-16,1,-8.17E-18,1.95E-18,-2.22E-15,660,0.5,0.5,6.84E-13,0.6,0.6,0.25,302.25,403,0.1,0,400,803,1,0.6,1,1,1098,866,0,1964,0,0,2,1,4,1,0.6,8,1,1,0.8,0.8,43,0.6,2,483,0.6,0.6,1,0,69,0,0,0,0,0,0,1,0,9,2008,1,1,205000,32,32
1112,1112,1113,20,1,73,7100,1,0,0.75,1,1,0,1,0.999999979,0,0,0.25,0.125,5,7,1957,1957,1,1,-9.43E-19,7.12E-16,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,708,708,0.1,0,108,816,1,0.6,1,0.75,816,0,0,816,1,0,1,0,2,1,0.6,5,1,0,0,0.2,62,0.3,1,308,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,7,2006,1,1,129900,49,49
1113,1113,1114,20,1,66,8923,1,0,1,1,1,1,1,0.999999979,0,0,0.25,0.125,5,7,1953,2006,1,1,3.47E-17,5.94E-17,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,321.5,643,0.1,0,365,1008,1,0.8,1,1,1008,0,0,1008,1,0,1,0,2,1,0.8,6,1,0,0,0.8,66,0.3,1,240,0.6,0.6,1,0,18,0,0,0,0,0,0,1,0,5,2007,1,1,134500,54,1
1114,1114,1115,20,1,90,5400,1,0,1,1,1,1,1,1.60E-05,0,0,0.25,0.125,5,7,1954,2000,1,1,2.57E-16,-6.51E-19,1,0,0.5,0.75,6.84E-13,0.6,0.6,0.25,124.5,415,0.1,0,418,833,1,1,1,1,833,0,0,833,0,0,1,0,2,1,0.8,4,1,0,0,0.2,64,0.3,1,326,0.6,0.6,1,0,0,0,0,0,0,0,0.75,1,0,8,2006,1,1,117000,52,6
1115,1115,1116,20,1,93,12085,1,0,1,1,1,1,1,7.39E-05,0,0,0.25,0.125,8,5,2007,2007,1.39E-16,1,1,1,7.44E-19,328,0.75,0.5,1,1,0.6,0.25,1004,1004,0.1,0,730,1734,1,1,1,1,1734,0,0,1734,1,0,2,0,3,1,1,7,1,1,0.8,0.8,12,0.6,3,928,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,11,2007,-4.67E-20,0.8,318000,0,0
1116,1116,1117,80,1,70,7750,1,0,1,1,1,1,1,3.00E-05,0,0,0.25,1,8,5,2002,2002,1.39E-16,1,1,1,1,0,0.75,0.5,1,0.8,0.6,0.25,353,353,0.1,0,55,408,1,1,1,1,779,640,0,1419,1,0,2,1,3,1,0.8,7,1,1,0.6,0.6,17,1,2,527,0.6,0.6,1,120,0,0,0,0,0,0,0,1,0,3,2009,1,1,184100,7,7
1117,1117,1118,20,1,57,9764,1,0,0.75,1,1,4.85E-17,1,1.69E-05,1,0,0.25,0.125,5,7,1967,2003,1,1,1,1,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,351,702,0.1,0,192,894,1,1,1,1,894,0,0,894,1,0,1,0,3,1,0.8,5,1,0,0,0.8,52,0.6,2,450,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,5,2008,1,1,130000,41,5
1118,1118,1119,80,1,85,13825,1,0,1,1,1,1,1,1.69E-05,0,0,0.25,1,5,6,1958,1987,1,1,2.57E-16,-6.51E-19,1,0,0.5,0.75,6.84E-13,0.6,0.6,0.25,0,0,0.1,0,533,533,1,0.6,1,1,1021,580,0,1601,0,1,1,0,3,1,0.6,6,0.75,0,0,0.6,61,0.6,1,300,0.6,0.6,1,280,34,0,0,0,0,0,0,1,0,12,2008,1,1,140000,50,21
1119,1119,1120,20,1,70,7560,1,0,1,1,1,1,1,0.999999979,0,0,0.25,0.125,5,5,1959,1959,1,1,-9.91E-20,5.94E-17,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,73.8,369,0.1,0,671,1040,1,0.6,1,0.75,1040,0,0,1040,0,0,1,0,3,1,0.6,6,1,0,0,0.8,60,0.6,1,286,0.6,0.6,1,140,0,252,0,0,0,0,0.5,1,0,7,2006,1,1,133700,47,47
1120,1120,1121,30,-3.33E-16,59,8263,1,0,1,0.75,1,1,0.5,1.17E-05,0,0,0.25,0.125,6,5,1920,1950,1,1,-9.91E-20,7.61E-15,1,0,0.5,0.5,0,0.6,0.6,0.25,0,0,0.1,0,1012,1012,1,0.6,1,0.75,1012,0,0,1012,0,0,1,0,2,1,0.6,6,1,1,0.8,0.2,99,0.3,1,308,0.6,0.6,1,0,22,112,0,0,0,0,0.75,1,0,5,2007,1,1,118400,87,57
1121,1121,1122,20,1,84,10084,1,0,1,1,1,1,1,-5.37E-07,0,0,0.25,0.125,7,5,2005,2006,1,1,1,1,-2.22E-15,196,0.75,0.5,1,0.8,0.6,0.75,24,24,0.1,0,1528,1552,1,1,1,1,1552,0,0,1552,0,0,2,0,3,1,0.8,7,1,0,0,0.8,14,0.6,3,782,0.6,0.6,1,144,20,0,0,0,0,0,0,1,0,7,2006,-4.67E-20,0.8,212900,1,0
1122,1122,1123,20,1,70,8926,1,0,0.75,1,1,0,1,-1.18E-05,0,0,0.25,0.125,4,3,1956,1956,1,1,1.11E-16,1.61E-14,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,0,0,0.1,0,672,672,1,1,1,0.75,960,0,0,960,0,0,1,0,3,1,0.6,5,1,0,0,0.7,63,0.3,1,288,0.6,0.6,1,64,0,0,0,160,0,0,0.75,1,0,10,2009,0,0.5,112000,53,53
1123,1123,1124,20,1,50,9405,1,0,1,1,1,1,1,-1.18E-05,0,0,0.25,0.125,5,9,1947,2008,1.39E-16,1,1,1,1,0,0.5,1,6.84E-13,0.6,0.6,0.25,0,0,0.1,0,698,698,1,1,1,1,698,0,0,698,0,1,1,0,2,1,0.6,4,1,0,0,0,0,0,0,0,0,0,1,0,200,0,0,0,0,0,0,1,0,6,2009,1,1,118000,62,1
1124,1124,1125,80,1,70,9125,1,0,0.75,1,1,1,1,3.00E-05,0,0,0.25,1,7,5,1992,1992,1,1,-4.08E-17,9.41E-17,-2.22E-15,170,0.5,0.5,1,0.8,0.6,0.25,0,0,0.1,0,384,384,1,0.8,1,1,812,670,0,1482,0,0,2,1,3,1,0.8,7,1,1,0.6,0.8,27,1,2,392,0.6,0.6,1,100,25,0,0,0,0,0,0,1,0,7,2007,1,1,163900,15,15
1125,1125,1126,20,1,60,10434,1,0,1,1,1,1,1,0.999999979,0,0,0.25,0.125,4,5,1955,1955,1,1,-8.17E-18,1.95E-18,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,0,0,0.1,0,1005,1005,1,0.6,1,1,1005,0,0,1005,0,0,1,0,2,1,0.4,5,1,1,0.6,0.2,42,0.3,2,672,0.4,0.4,1,0,0,0,0,0,0,0,0,1,0,11,2009,1,1,115000,54,54
1126,1126,1127,120,1,53,3684,1,0,1,1,1,1,1,1.85E-08,0,0,1,0.125,7,5,2007,2007,1.39E-16,1,1,1,-2.22E-15,130,0.75,0.5,1,0.8,0.6,0.25,0,0,0.1,0,1373,1373,1,1,1,1,1555,0,0,1555,0,0,2,0,2,1,0.8,7,1,1,0.6,0.8,12,1,3,660,0.6,0.6,1,143,20,0,0,0,0,0,0,1,0,6,2009,1,1,174000,2,2
1127,1127,1128,20,1,182,14572,1,0,0.25,1,1,0,1,3.00E-05,0,0,0.25,0.125,7,5,2004,2004,1.39E-16,1,1,1,1,0,0.75,0.5,1,0.8,0.6,0.75,1300,1300,0.1,0,230,1530,1,1,1,1,1530,0,0,1530,1,0,2,0,3,1,0.8,7,1,1,0.8,0.8,15,1,3,630,0.6,0.6,1,144,36,0,0,0,0,0,0,1,0,11,2007,1,0.75,259000,3,3
1128,1128,1129,60,1,59,11796,1,0,0.75,1,1,1,1,3.00E-05,0,0,0.25,0.5,7,5,2004,2005,1,1,1,1,1,0,0.75,0.5,1,0.8,0.6,0.75,0,0,0.1,0,847,847,1,1,1,1,847,1112,0,1959,0,0,2,1,4,1,0.8,8,1,1,0.8,0.6,15,1,2,434,0.6,0.6,1,100,48,0,0,0,0,0,0,1,0,7,2007,1,1,215000,3,2
1129,1129,1130,90,-3.33E-16,60,7200,1,0.5,1,1,1,1,1,1.60E-05,0,0,0,0.875,5,5,1980,1980,1,1,2.57E-16,-6.51E-19,-2.22E-15,180,0.5,0.5,6.84E-13,0.8,0.6,1,936,936,0.1,0,0,936,1,0.6,1,1,936,0,0,936,1,0,1,0,2,1,0.6,4,1,0,0,0.2,39,0.3,2,672,0.6,0.6,1,49,0,0,0,0,0,0,0,1,0,8,2007,1,1,140000,27,27
1130,1130,1131,50,1,65,7804,1,0,1,1,1,1,1,-5.82E-07,0,0,0.25,0.375,4,3,1928,1950,1,1,-9.43E-19,1.95E-18,1,0,0.5,0.5,0,0.6,0.6,0.25,311,622,0.1,0,500,1122,1,0.6,1,1,1328,653,0,1981,1,0,2,0,4,1,0.8,7,0.75,2,0.6,0.2,38,0.3,2,576,0.6,0.6,1,431,44,0,0,0,0,0,0.75,1,0,12,2009,1,1,135000,81,59
1131,1131,1132,20,1,63,10712,1,0,1,1,1,1,1,4.57E-05,0,0,0.25,0.125,5,5,1991,1992,1,1,-4.08E-17,9.41E-17,1,0,0.5,0.5,1,0.8,0.6,0.5,106,212,0.1,0,762,974,1,0.6,1,1,974,0,0,974,0,0,1,0,3,1,0.6,5,1,0,0,0,0,0,0,0,0,0,1,0,28,0,0,0,0,0,0.75,1,0,9,2007,8.64E-17,0.5,93500,16,15
1132,1132,1133,70,-3.33E-16,90,9900,1,0,1,1,1,1,1,1.60E-05,0,0,0.25,0.5,6,4,1880,1950,1,1,3.47E-17,5.94E-17,1,0,0.5,0.5,0,0.6,0.6,0.5,0,0,0.1,0,1008,1008,-3.43E-16,0.6,1,1,1178,1032,0,2210,0,0,2,0,5,1,0.4,8,1,0,0,0.2,89,0.3,1,205,0.4,0.6,0,0,48,0,0,0,0,0,0,1,0,5,2007,1,1,117500,127,57
1133,1133,1134,60,1,80,9828,1,0,0.75,1,1,1,1,0.00013699,0,0,0.25,0.5,8,5,1995,1995,1,1,1,1,1,0,0.75,0.5,1,0.8,0.6,0.25,584,584,0.1,0,544,1128,1,1,1,1,1142,878,0,2020,0,0,2,1,3,1,0.8,8,1,1,0.6,0.8,24,0.6,2,466,0.6,0.6,1,0,155,0,0,0,0,0,0,1,0,6,2009,1,1,239500,14,14
1134,1134,1135,60,1,57,8773,1,0,0.75,0.5,1,1,1,3.00E-05,0,0,0.25,0.5,6,5,1997,1997,1,1,1,1,1,0,0.5,0.5,1,0.8,0.6,0.75,0,0,0.1,0,916,916,1,0.8,1,1,916,684,0,1600,0,0,2,1,3,1,0.6,7,1,1,0.6,0.8,22,1,2,460,0.6,0.6,1,100,38,0,0,0,0,0,0,1,0,8,2007,1,1,169000,10,10
1135,1135,1136,30,-3.33E-16,60,6180,1,0,1,1,1,0,1,-0.000112956,0,0,0.25,0.125,6,5,1926,1950,1,1,3.47E-17,5.94E-17,1,0,0.5,0.5,0,0.6,0.6,0.25,0,0,0.1,0,960,960,1,0.6,0,1,986,0,0,986,0,0,1,0,2,1,0.6,5,1,1,0.8,0.2,93,0.3,1,180,0.6,0.6,1,0,128,0,0,0,0,0,0,1,0,5,2007,1,1,102000,81,57
1136,1136,1137,50,1,80,9600,1,0,1,1,1,1,1,0.999999979,0,0,0.25,0.375,6,5,1950,1950,1,1,1,1,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,140,280,0.1,0,752,1032,1,0.6,1,0.75,1032,220,0,1252,0,0,1,0,3,1,0.6,6,1,0,0,0.8,69,0.3,1,288,0.6,0.6,1,0,0,96,0,0,0,0,0,1,0,4,2008,1,0.5,119000,58,58
1137,1137,1138,50,1,54,6342,1,0,1,1,1,1,1,1.69E-05,1,0,0.25,0.375,5,8,1875,1996,1,1,1,1,1,0,0.5,0.75,6.84E-13,0.6,0.6,0.25,0,0,0.1,0,780,780,1,0.8,0,1,780,240,0,1020,0,0,1,0,2,1,0.6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,1,0,5,2010,1,1,94000,135,14
1138,1138,1139,20,1,70,9819,1,0,0.75,1,1,1,0.5,4.57E-05,0,0,0.25,0.125,6,5,1977,1977,1,1,-8.17E-18,2.33E-12,1,0,0.5,0.5,1,0.6,0.6,1,1175.25,1567,0.1,0,0,1567,1,0.6,1,1,1567,0,0,1567,1,0,2,0,2,1,0.8,5,1,2,0.6,0.8,42,0.6,2,714,0.6,0.6,1,264,32,0,0,0,0,0,0,1,0,5,2009,1,1,196000,32,32
1139,1139,1140,30,1,98,8731,1,0,0.75,1,1,1,1,-0.000112956,0,0,0.25,0.125,5,5,1920,1950,1,1,-5.66E-18,-3.49E-15,1,0,0.5,0.25,0,0.6,0.6,0.25,322.5,645,0.1,0,270,915,1,0.6,1,1,1167,0,0,1167,0,0,1,0,3,1,0.6,6,0.5,1,0.8,0.2,47,0.3,2,495,0.6,0.6,1,0,0,216,0,126,0,0,0,1,0,5,2007,1,1,144000,87,57
1140,1140,1141,20,1,60,7350,1,0,1,1,1,0,1,0.999999979,0,0,0.25,0.125,5,7,1951,1951,1,1,-4.08E-17,9.41E-17,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.5,639,852,0.1,0,100,952,1,0.6,1,1,952,0,0,952,1,0,1,0,2,1,0.6,4,1,0,0,0.2,31,0.3,2,840,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,6,2008,0,0.5,139000,57,57
1141,1141,1142,60,1,70,10304,1,0,0.75,1,1,1.89E-18,1,-3.80E-05,0.5,0,0.25,0.5,5,7,1976,1976,1,1,-8.17E-18,1.95E-18,-2.22E-15,44,0.5,0.75,6.84E-13,0.6,0.6,0.25,285.75,381,0.1,0,399,780,1,1,1,1,1088,780,0,1868,1,0,2,1,4,1,0.8,9,1,1,0.6,0.8,43,0.3,2,484,0.6,0.6,1,448,96,0,0,0,0,0,0,1,0,10,2009,1,1,197500,33,33
1142,1142,1143,60,1,77,9965,1,0,1,1,1,1,1,-5.37E-07,0,0,0.25,0.5,8,5,2006,2007,1.39E-16,1,1,1,7.44E-19,340,0.75,0.5,1,1,0.6,1,1150,1150,0.1,0,316,1466,1,1,1,1,1466,1362,0,2828,1,0,3,0,4,1,0.8,11,1,1,0.6,0.6,13,0.6,3,1052,0.6,0.6,1,125,144,0,0,0,0,0,0,1,0,4,2007,-4.67E-20,0.8,424870,1,0
1143,1143,1144,20,1,70,9000,1,0,1,1,1,1,1,1.69E-05,0,0,0.25,0.125,5,3,1959,1959,1,1,3.47E-17,1.95E-18,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,288,288,0.1,0,718,1006,1,0.6,1,1,1006,0,0,1006,0,0,1,0,3,1,0.6,5,1,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,1,0,7,2008,1,1,80000,49,49
1144,1144,1145,190,1,60,12180,1,0,1,1,1,1,1,-1.18E-05,0,0,0,0.375,4,4,1941,1950,1,1,2.57E-16,-6.51E-19,1,0,0.5,0.25,0,0.8,0.6,0.25,174,348,0.1,0,324,672,1.04E-17,0.4,0,0.75,672,252,0,924,1,0,1,0,2,1,0.4,5,1,0,0,0.2,78,0.3,1,280,0.6,0.6,1,0,0,0,0,0,0,0,0.75,1,0,7,2010,1,1,80000,69,60
1145,1145,1146,50,-3.33E-16,52,6240,1,0,1,1,1,1,1,-0.000112956,0,0,0.25,0.375,5,6,1928,1950,1,1,2.57E-16,-6.51E-19,1,0,0.5,0.5,0,0.6,0.6,0.25,0,0,0.1,0,1042,1042,1,1,1,1,1042,534,0,1576,0,0,1,0,3,1,0.6,8,1,1,0.8,0.2,91,0.3,1,225,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,8,2006,1,0.75,149000,78,56
1146,1146,1147,20,1,70,11200,1,0,1,1,1,1,1,0.00013699,0,0,0.25,0.125,6,5,1985,1985,1,1,3.47E-17,7.12E-16,-2.22E-15,85,0.75,0.5,6.84E-13,0.8,0.6,0.25,1258,1258,0.1,0,40,1298,1,0.6,1,1,1298,0,0,1298,1,0,2,0,3,1,0.8,5,1,1,0.6,0.8,34,0.3,2,403,0.6,0.6,1,165,26,0,0,0,0,0,0,1,0,5,2006,1,1,180000,21,21
1147,1147,1148,70,1,75,12000,1,0,1,0.75,1,1,1,-1.68E-05,0,0,0.25,0.5,7,7,1941,1950,1,1,2.57E-16,-6.51E-19,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,82.5,275,0.1,0,429,704,1,1,1,1,860,704,0,1564,0,0,1,1,3,1,0.4,7,1,1,0.8,0.8,78,0.3,1,234,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,7,2009,1,1,174500,68,59
1148,1148,1149,50,-3.33E-16,70,5700,1,0,1,1,1,1,1,1.60E-05,0,0,0.25,0.375,7,7,1926,1950,1,1,3.47E-17,5.94E-17,1,0,0.5,0.5,1,0.6,0.6,0.25,0,0,0.1,0,572,572,1,0.6,1,1,572,539,0,1111,0,0,1,0,2,1,0.6,5,1,1,0.8,0.2,37,0.3,1,288,0.6,0.6,1,0,0,176,0,0,0,0,0,1,0,8,2008,1,1,116900,82,58
1149,1149,1150,70,-3.33E-16,50,9000,1,0,1,1,1,1,1,1.60E-05,1,0,0.25,0.5,7,9,1920,1988,1.39E-16,1,1,1,1,0,0.5,0.75,1,0.6,0.6,0.25,468,624,0.1,0,26,650,1,1,1,1,832,650,0,1482,0,1,1,0,3,1,0.6,7,1,0,0,0.2,89,0.3,2,324,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,7,2009,1,1,143000,89,21
1150,1150,1151,20,1,57,8280,1,0,0.75,1,1,1,1,0.999999979,0,0,0.25,0.125,6,5,1950,1950,1,1,-9.91E-20,7.61E-15,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,0,0,0.1,0,932,932,1,1,1,0.75,932,0,0,932,0,0,1,0,2,1,0.8,4,1,1,0.8,0.8,69,0.3,1,306,0.6,0.6,1,0,0,214,0,0,0,0,1,1,0,11,2007,1,1,124000,57,57
1151,1151,1152,20,1,134,17755,1,0,1,1,1,1,1,-1.18E-05,0,0,0.25,0.125,5,4,1959,1959,1,1,-4.08E-17,1.95E-18,-2.22E-15,132,0.5,0.5,6.84E-13,0.6,0.6,0.25,88,176,0.1,0,1290,1466,1,0.6,1,1,1466,0,0,1466,0,0,1,1,3,1,0.4,6,1,2,0.8,0.8,60,1,2,528,0.6,0.6,1,0,140,0,0,100,0,0,0,1,0,11,2006,1,1,149900,47,47
1152,1152,1153,20,1,90,14115,1,0,0.75,1,1,1,1,-1.68E-05,0,0,0.25,0.125,6,7,1956,2004,1,1,1.21E-16,5.05E-13,1,0,0.5,0.5,1,0.6,0.6,0.25,769,296,1,547,230,1073,1,1,1,1,1811,0,0,1811,0,0,1,0,2,1,1,6,1,1,0.8,0.8,63,1,2,470,0.6,0.6,1,0,0,280,0,0,0,0,0,1,0,7,2006,1,0.5,230000,50,2
1153,1153,1154,30,-3.33E-16,70,5890,1,0,1,1,1,0,1,1.17E-05,0,0,0.25,0.125,6,8,1930,2007,1,1,3.47E-17,5.94E-17,1,0,0.75,0.75,0,0.6,0.6,0.75,403.5,538,0.1,0,278,816,1,1,1,1,816,0,0,816,0,0,1,0,2,1,0.6,5,1,0,0,0.2,17,0.3,1,432,0.6,0.6,1,0,0,96,0,0,0,0,0,1,0,6,2008,1,1,120500,78,1
1154,1154,1155,60,1,70,13700,1,0,0.75,1,1,1,1,0.999999979,0,0,0.25,0.5,7,6,1965,1988,1,1,1,1,7.44E-19,288,0.5,0.5,6.84E-13,0.6,0.6,1,340.5,454,0.1,0,410,864,1,0.6,1,1,902,918,0,1820,0,0,1,2,4,1,0.8,8,1,2,0.8,0.8,54,0.3,2,492,0.6,0.6,1,60,84,0,0,273,0,0,1,1,0,5,2008,1,1,201800,43,20
1155,1155,1156,20,1,90,10768,1,0,0.75,1,1,0,1,2.02E-09,0,0,0.25,0.125,5,8,1976,2004,1,1,-8.17E-18,1.95E-18,1,0,0.75,0.75,6.84E-13,0.8,0.6,1,867.75,1157,0.1,0,280,1437,1,0.6,1,1,1437,0,0,1437,1,0,2,0,3,1,0.8,6,1,1,0.4,0.8,43,0.6,2,528,0.6,0.6,1,0,21,0,0,180,0,0,0,1,0,7,2007,1,1,218000,31,3
